ADD BARH 896,76 570611 9765220
ADD CIZB 355,71 238748 7543522
ADD OYZJ 333,44 996323 2545422
ADD QKKP 126,06 910557 9957357
ADD LKCP 706,72 695685 8029535
ADD ANZZ 638,39 95258 4988269
ADD VMDJ 512,98 98911 7212209
ADD CJUO 945,21 244081 9613540
ADD BHLM 937,72 138666 5508442
ADD UZGR 982,98 932842 2076937
ADD GGWN 715,03 530177 7036696
ADD EARM 904,15 763819 1575264
ADD XTJO 309,15 842202 1219265
ADD CPQS 25,75 785389 2550104
ADD LOGW 149,06 429493 4297415
ADD GSMF 138,02 950433 4682905
ADD KGNQ 307,11 256843 7237574
ADD UTBO 912,96 131981 9635885
ADD QEHA 700,63 886616 7916131
ADD RCVF 968,99 406095 8017395
ADD QNZO 70,87 731766 3658413
ADD PDZJ 136,37 77046 7079890
ADD JNLK 968,46 22378 2992069
ADD OSND 412,65 684895 2129307
ADD YCRR 131,62 192965 8015255
ADD CFCP 298,47 960559 8006602
ADD ZUIU 159,87 26630 2378994
ADD NFYF 436,79 529057 5085801
ADD BIZG 161,46 582544 3346706
ADD FBXE 960,36 456305 8471301
ADD ZUUI 224,39 704015 8390468
ADD BGDT 224,50 713546 1334078
ADD MJJW 475,35 821774 3826394
ADD DMCB 163,72 57631 1742114
ADD ZHBO 417,50 84770 7274397
ADD XOBN 892,90 478388 2137328
ADD KKAN 442,92 399331 5540244
ADD JVLA 307,45 934911 906274
ADD RTSL 401,86 235321 2584870
ADD DGOJ 701,32 989926 7426710
ADD REKK 768,03 585562 197551
ADD WZCT 279,27 822449 7957894
ADD SSTX 42,53 332241 7661922
ADD SHKN 9,95 365370 1722182
ADD LRMA 732,93 652297 1633649
ADD ELVA 212,46 224026 2332546
ADD UYXR 854,79 437524 9814337
ADD ENTF 308,01 635579 2334946
ADD FLFB 428,60 245646 8629574
ADD VPUY 234,48 394903 1632415
ADD IESA 92,24 441414 9898012
ADD HCIL 964,92 196139 4964739
ADD JJQW 505,25 841441 1000811
ADD DGVM 879,70 642566 6733651
ADD HMMV 379,05 422797 7114434
ADD XVPG 32,02 617347 7111481
ADD ZIMT 996,51 213266 5511359
ADD UMZA 221,69 895092 7637089
ADD IUBP 825,19 437905 4751380
ADD HABL 247,43 879726 815037
ADD EKNJ 706,12 741730 1763712
ADD XHMX 501,44 293362 7585196
ADD ZNQA 994,21 592042 211564
ADD EZAV 501,14 227570 1042658
ADD YZRR 652,55 399815 8711132
ADD TWSU 262,78 788029 3315001
ADD PXWR 140,78 448916 8005558
ADD GAJP 504,99 84361 3209415
ADD SSBA 213,30 766282 6690284
ADD STLR 348,84 886975 7065150
ADD ZVAT 765,19 840668 4138855
ADD OBIN 429,56 158323 4478629
ADD OHOE 911,71 694642 5175993
ADD LJHD 363,19 512770 2205416
ADD TMUK 278,74 865791 6949460
ADD PMCZ 462,34 429357 2079318
ADD NLPU 592,32 252828 633932
ADD EELU 789,94 647928 8665882
ADD QFXK 915,00 591272 8092940
ADD OXER 489,87 310961 259832
ADD OXQD 83,82 383589 3405905
ADD RDFD 710,38 760512 9891431
ADD LKNF 296,55 291493 6054953
ADD NTPR 463,50 414912 8818101
ADD BGWE 176,40 471969 3047224
ADD XUYX 725,14 207256 2163543
ADD AETT 111,59 832295 6047412
ADD BNNH 847,65 105619 1107679
ADD HUHD 282,61 314499 4375611
ADD VWYF 219,84 975439 1541224
ADD JLVE 421,88 588843 5963161
ADD RNJY 834,49 616625 1361561
ADD JEUW 799,19 973403 8143226
ADD VWYM 136,35 665895 6994286
ADD FEOO 989,97 77054 1851492
ADD XXBP 143,37 987419 6882449
ADD WFTE 80,51 276439 5380311
ADD QTOJ 792,44 859068 4598330
ADD ULZR 318,11 573958 854293
ADD MZSI 14,02 23789 6878178
ADD NENW 456,51 29893 7534337
ADD SLRD 313,84 775962 7398876
ADD PJZO 746,93 8010 9041709
ADD VYCZ 545,85 304149 7654830
ADD NNAU 305,47 589209 2847658
ADD ITTN 393,87 651040 8039689
ADD PAAW 948,98 416757 1666256
ADD SPHL 799,45 57016 627005
ADD NSFY 323,56 170787 7911008
ADD NNIE 229,47 44268 4471088
ADD IECU 602,81 46804 9708656
ADD JYJX 158,78 240295 2514150
ADD WZNK 143,30 45279 2603834
ADD NICG 498,94 702310 2995316
ADD OECH 108,60 682907 1688447
ADD YXVW 119,04 733036 3170324
ADD KDTI 328,27 264029 6091415
ADD OFPQ 993,32 897351 7215445
ADD RGZT 925,05 443150 6611868
ADD PSCU 314,98 737402 8978384
ADD YZUH 546,19 491152 9997469
ADD LPWR 705,25 731746 9386651
ADD YXQJ 87,33 963823 3642865
ADD OSMU 669,04 456266 8146292
ADD OLFO 291,88 973194 8672979
ADD MKCS 432,25 504763 9078965
ADD CANP 990,34 624072 1730832
ADD RMIX 847,15 512745 3456495
ADD UNHS 983,07 820081 5472346
ADD POVK 805,92 561500 5552936
ADD YCCK 393,26 327244 8798894
ADD BTEY 658,37 128392 7344290
ADD GJEK 414,89 528835 2341311
ADD AMLD 419,86 577225 5950903
ADD IZXY 502,80 125870 8444253
ADD LPTG 978,23 499038 3311074
ADD KYIT 55,50 70939 7695031
ADD LGHM 701,91 494366 8281099
ADD PONC 614,53 173845 6361960
ADD GVBO 269,61 121342 8757362
ADD VSMZ 647,17 155368 530430
ADD YMIX 220,58 119356 926022
ADD MFJH 549,11 673016 1969407
ADD JGSF 674,57 983832 7044738
ADD XBAP 143,84 626410 9678392
ADD TYEE 697,06 935707 9398828
ADD VOIK 110,31 828526 9391718
ADD VPBD 272,76 994483 1688650
ADD WBII 547,98 987511 2277273
ADD ZZQE 441,65 792472 2395993
ADD PDWU 970,07 423757 4749347
ADD PYDC 31,21 186210 2249892
ADD WSCJ 76,02 617445 4310932
ADD RTZA 575,15 911162 8497808
ADD KFXV 619,48 928482 7721191
ADD DRBF 610,72 839130 4575055
ADD PMGP 978,23 915422 852965
ADD URNF 126,45 553507 2199323
ADD MIIW 98,99 39746 9327818
ADD OGKI 411,20 728995 8665350
ADD DUHS 27,39 94585 6803034
ADD WIAC 269,24 924010 4530434
ADD FRZU 495,03 533699 5698976
ADD FMWR 629,09 732207 3193875
ADD ELFV 19,18 209294 6629194
ADD JJVP 131,32 604089 5530237
ADD BIOF 442,08 297184 2362548
ADD DKNL 397,90 88710 3322369
ADD EYOI 796,00 841092 3382654
ADD FXSC 334,07 377564 9113006
ADD RFLA 359,83 68845 1301647
ADD WGUS 305,52 520927 6906724
ADD AIPM 267,59 239392 7487390
ADD NJQE 772,82 615830 6555188
ADD RIVE 376,16 341807 7287555
ADD YFUG 589,76 343979 5429964
ADD PQSV 900,29 30655 897122
ADD VGPJ 348,12 323649 1683204
ADD HATP 990,79 423083 18039
ADD NIPF 52,34 856300 7639877
ADD WKEV 965,21 675857 4994957
ADD SNGC 167,07 632327 9524178
ADD KIGP 90,65 110190 7838505
ADD SVWX 894,73 356077 8220867
ADD KVNO 598,91 370850 1688277
ADD PICN 692,39 282795 1606711
ADD ZOLQ 872,47 811726 8599567
ADD GRYI 208,61 430050 8689559
ADD MUMQ 920,48 162912 4447611
ADD VQLU 972,57 698832 1896459
ADD BBIW 43,26 135198 5279746
ADD ZUOC 967,56 565799 855359
ADD SRHJ 530,82 882325 5612702
ADD RKTP 475,59 78242 8986050
ADD NBFL 960,09 939897 2939283
ADD QHIW 865,01 224289 190190
ADD YAJO 725,99 92321 8413491
ADD VDZY 770,00 621569 7706731
ADD ALXC 770,61 148944 6621415
ADD NGTO 114,97 50391 4354085
ADD GXXU 418,75 854428 5143722
ADD JPMK 222,77 999272 2567216
ADD NAMH 354,70 867411 5183022
ADD IVYK 51,40 158813 8509203
ADD QKRR 321,27 574096 4674607
ADD OPZU 505,99 724254 4540787
ADD QWBW 794,47 941014 8018368
ADD IHAY 553,71 574343 8718460
ADD BMCR 283,17 127068 1813216
ADD XSIJ 127,83 915911 4727747
ADD IKQZ 779,39 142321 8752021
ADD KVZW 206,22 122935 5027918
ADD KIKG 509,71 162161 3254
ADD LDRE 75,78 93451 1777166
ADD KOPB 551,13 286951 2318282
ADD DJHG 739,47 939046 3633264
ADD LGUS 560,81 190517 6099504
ADD TNHI 420,33 414070 2950289
ADD OUVA 381,47 24645 77719
ADD HWIB 747,87 455978 16931
ADD FCCT 433,72 303431 7158584
ADD QDJA 985,18 885096 880167
ADD BBSB 875,42 401229 3943470
ADD TWUK 109,06 883783 8855314
ADD OXUG 813,84 137284 2917248
ADD KLJI 129,15 325926 3468791
ADD MIWU 799,45 842585 5187822
ADD OBLM 389,88 957453 8176440
ADD DXRN 886,91 291258 8464163
ADD WJFK 503,29 902305 9276194
ADD SYRB 395,01 940294 9172432
ADD OJWX 481,67 289836 5591939
ADD TUTN 932,62 858266 3724534
ADD EJEJ 314,08 707879 8853543
ADD YBMI 95,69 969161 6608328
ADD HJZH 578,82 524927 6583417
ADD ROHW 479,55 38783 1140906
ADD QXIO 207,72 771463 407173
ADD ZWFG 472,87 724583 9417155
ADD PLLJ 43,61 128921 4027907
ADD FZMK 179,12 665191 5495703
ADD JURP 299,01 712391 2760358
ADD DBOA 514,67 515130 3389665
ADD HZYH 609,32 817297 7733260
ADD RMQE 383,26 558609 1020151
ADD YBRO 113,45 384733 6495588
ADD YOPG 576,44 81017 1345003
ADD GZJU 794,55 313032 6850716
ADD EIWS 726,61 91638 5036293
ADD PYTZ 155,84 114281 504549
ADD ZRNV 178,04 851042 5509645
ADD WDSR 344,72 195497 8867906
ADD ZFMB 485,68 19231 2905443
ADD SVCA 546,32 276443 7050454
ADD YVIY 281,13 945229 6860237
ADD VCNM 806,10 950889 1982770
ADD TVGI 862,21 769111 7709423
ADD INSB 510,82 324814 997529
ADD AKAV 649,53 48655 381921
ADD OJEU 664,95 985221 6813980
ADD GFNL 918,32 983044 6554719
ADD WMNE 346,25 590690 6739791
ADD RISA 174,07 960948 8587844
ADD OIAQ 947,19 374542 8767107
ADD VGKN 703,37 742055 2324608
ADD EZDN 332,48 451832 5285898
ADD SCUT 77,56 312919 1190586
ADD WHEQ 174,98 715690 4068754
ADD OYMK 523,71 570262 6077782
ADD WUQY 773,37 508 3891051
ADD PJZQ 23,77 733764 6181032
ADD HWEK 443,75 432373 2842527
ADD QNJR 731,59 956245 5405533
ADD UBWJ 544,07 71265 870966
ADD NYAI 44,62 865641 7441529
ADD AKBA 263,03 497265 4569615
ADD HGMT 408,08 328458 9987367
ADD VXTJ 143,92 113535 5939893
ADD YQTK 283,64 547682 7098821
ADD LXYX 444,73 154724 6015718
ADD SSXT 850,13 117590 3492215
ADD ELES 9,00 395720 2629372
ADD LCDZ 342,05 599311 1564208
ADD EVTB 624,25 1207 8911660
ADD CFOQ 535,24 143179 9567421
ADD SZSZ 470,42 323889 9923138
ADD IEWY 811,21 110200 1732267
ADD XRYD 458,32 854155 2537064
ADD YUUI 370,02 746723 5306777
ADD PUSM 522,46 455417 7319705
ADD FBQR 272,80 655737 4001592
ADD VFXN 623,66 541382 237279
ADD DMNG 243,55 164052 8581967
ADD QBHC 45,05 416530 2504380
ADD HBWQ 732,56 556435 355411
ADD BNXO 13,72 291630 7892004
ADD SZNG 290,35 700967 8675285
ADD VNSW 705,98 388709 5241052
ADD SGYG 20,84 676194 2857856
ADD KCSN 330,64 410191 623240
ADD TETW 992,57 964382 3663
ADD JLIK 76,34 6321 3226300
ADD GQTE 854,71 214740 9890544
ADD IGCB 752,18 149635 9504994
ADD XZXA 929,88 751271 5480880
ADD SRPK 188,55 340706 9019405
ADD WJDE 300,33 282611 1570567
ADD IVXL 902,13 280185 6107466
ADD DEGO 723,63 638394 2996142
ADD TANV 819,51 612557 7335402
ADD YLLP 778,79 694966 1259794
ADD EVKI 287,55 979815 2011421
ADD PKBA 931,74 144571 2515176
ADD QNYH 160,91 583064 5688714
ADD PNCF 892,80 856044 104862
ADD WOEG 303,92 429835 7923658
ADD BHVM 154,82 873271 9309013
ADD FTUT 149,02 518204 4158481
ADD BSKZ 500,05 675804 6932024
ADD MUVC 269,36 844024 5760716
ADD XAAY 560,23 429519 4068235
ADD IBNV 981,67 648392 2226307
ADD TOSM 788,66 455590 7082748
ADD JTZC 648,21 681149 6994562
ADD VONB 482,68 460013 4794575
ADD ZRKW 303,25 352760 1051938
ADD AIWE 836,73 716266 5158480
ADD JSHQ 252,93 76189 3420118
ADD UIGX 381,22 699841 3872214
ADD XMIP 404,04 963362 8613413
ADD MTHR 19,04 691077 6730908
ADD NDVS 672,44 543487 2762897
ADD WZUV 346,70 685248 2575897
ADD YSRM 558,94 9174 6557672
ADD IYYN 543,90 914195 3468612
ADD WVFX 460,09 670969 817366
ADD IYCC 427,94 950539 1406367
ADD QESZ 465,78 963216 850908
ADD TCZM 938,92 885326 978684
ADD RJMC 949,39 413079 6938328
ADD SMRT 717,73 793137 1230788
ADD GBNT 101,42 250937 7695518
ADD FEVT 338,89 782011 9527662
ADD JSXX 298,68 926957 5012799
ADD HDIZ 149,90 469389 4850576
ADD ESLJ 608,74 436705 2231482
ADD BESA 586,87 231640 2846903
ADD JFDT 854,16 545139 2198546
ADD KDJU 457,03 808874 8780228
ADD CPPQ 198,76 337424 6668469
ADD QTNN 269,35 925238 1176988
ADD RGLR 626,79 573241 1612088
ADD XBAI 753,81 943792 8925928
ADD QBOD 160,14 118196 7048307
ADD QZRO 796,27 890259 2706049
ADD HPSA 46,59 392660 6186411
ADD NHUO 467,49 393404 5226364
ADD JLWO 649,92 188702 8168399
ADD RPOV 570,55 945682 6162474
ADD WKKY 304,69 365027 9948668
ADD JGBW 218,00 335745 1466377
ADD PSVB 2,67 502007 4633937
ADD RLFZ 912,80 942154 8036920
ADD XAVJ 175,40 782874 8527098
ADD GOLO 948,13 305573 6643007
ADD QYKE 859,36 754817 2096751
ADD ASTJ 399,53 227891 7312249
ADD SPWT 171,09 588716 7719448
ADD XXTW 236,08 989913 1733578
ADD PNUC 434,86 496778 1956104
ADD KUKM 101,13 427481 6102222
ADD MOZZ 461,45 371717 6474183
ADD JVRY 780,28 699162 900095
ADD AORU 639,15 994986 5196574
ADD FBHX 409,71 488385 7331367
ADD XZQA 685,91 184312 3360834
ADD OOIU 987,74 872383 2283531
ADD PNKB 174,18 97877 3954280
ADD UYFA 37,70 133690 8115679
ADD BLLR 192,51 685937 7633957
ADD LRGA 515,27 742568 5647707
ADD TJXZ 845,39 834442 8627594
ADD WBKQ 981,84 756284 7391482
ADD WQMJ 180,24 663097 5227521
ADD KDIA 321,92 365694 7374791
ADD CJXG 867,20 413547 4734993
ADD UWHR 167,19 491984 9763935
ADD SPFX 760,24 632706 8697580
ADD EXAT 805,98 697602 3153418
ADD DYSX 698,86 19701 3795653
ADD MPFK 124,27 881733 6681218
ADD BTEU 100,42 765527 2354736
ADD IBQO 112,81 795678 4628337
ADD RIXX 118,69 620329 2465087
ADD LVCG 222,05 71632 6929895
ADD CDUR 860,56 101432 1466574
ADD DVVL 580,95 501090 9352687
ADD GBCE 515,71 374847 2322221
ADD UMOP 579,14 479187 3089629
ADD ZMGC 562,69 264028 3043438
ADD LKPF 189,78 403527 2544967
ADD DFFM 251,34 2371 2588894
ADD LIWD 672,69 302103 5503374
ADD PCCX 521,37 93541 4389008
ADD QHFA 82,68 715219 7670684
ADD WLNC 524,38 517701 44919
ADD GVVR 304,53 308478 4253812
ADD DHAM 337,44 615554 2741027
ADD QJQC 9,57 359651 6218893
ADD APFJ 138,61 813215 5191300
ADD TQWU 275,79 845403 5416736
ADD ELVD 9,30 21793 2711846
ADD HFQQ 962,89 479884 5789316
ADD AAMK 305,90 364333 7667043
ADD MJSG 314,04 736976 1083952
ADD JDQL 130,36 23780 4439827
ADD UCKR 643,41 714745 1211035
ADD GODM 88,30 472430 3272151
ADD FEYM 667,28 101234 6072631
ADD LINN 735,97 575322 4665391
ADD QPWK 555,83 932185 7570924
ADD CXYA 943,65 817751 2919098
ADD IHXR 529,60 169454 161318
ADD EZMX 571,80 76982 2597717
ADD SNRO 25,48 726573 1932116
ADD JENG 285,86 844684 8441318
ADD QVRO 287,24 863885 4364116
ADD NEFU 272,98 844469 9807685
ADD ZKOL 194,69 920133 8431208
ADD XHTQ 675,17 406537 3975566
ADD XIEG 986,00 473499 2942391
ADD OPBU 448,58 807871 7586000
ADD ZPDB 958,88 559297 9369865
ADD TSBD 782,28 61803 150085
ADD IHES 625,43 212348 6617007
ADD JDZB 752,00 290339 4305012
ADD ZMBQ 252,58 738272 8224173
ADD WQJR 210,97 373177 535483
ADD DKYU 880,46 509556 9856696
ADD WSBZ 397,83 335373 9859275
ADD HQSC 492,50 942769 9086265
ADD NFDZ 525,57 464473 6472491
ADD RGZX 592,24 123517 772201
ADD AIEK 503,71 216688 1767584
ADD GBTK 230,97 58358 3989778
ADD RUYC 535,81 255463 6894618
ADD FXKC 217,79 238205 8058087
ADD QPDV 31,40 22861 1038280
ADD TVRS 617,99 591011 779215
ADD VBLP 391,75 566491 1511506
ADD HEIA 955,49 785951 9313957
ADD WSLD 759,88 827187 9355045
ADD IYQV 617,32 900334 2907367
ADD UKWN 670,44 110219 3951146
ADD NXXJ 35,66 44462 9224886
ADD ZRUQ 270,77 786221 7955921
ADD OHOP 759,17 540846 2302129
ADD WROB 192,40 318892 5637332
ADD ENGW 474,45 475014 4580291
ADD UIST 662,03 285129 7934116
ADD IYKR 331,81 704045 5652602
ADD EVPQ 929,94 11440 6214146
ADD GTBE 27,92 72576 3396060
ADD TAVZ 505,96 191498 6564145
ADD BHOI 926,29 131736 5643580
ADD UIHT 104,60 970940 5580918
ADD EKWZ 217,09 377073 684300
ADD YLPP 402,97 181922 8444887
ADD FUEU 995,57 853386 591467
ADD EJRW 747,34 163352 9303540
ADD KTXT 217,73 431178 6122471
ADD HODE 226,62 90543 1300215
ADD OKQQ 874,87 927626 70688
ADD AUUL 680,22 933437 7509144
ADD PIYR 764,39 1272 3323953
ADD EMZP 185,49 205176 3268309
ADD TQUO 209,47 713822 6389541
ADD ZZZY 522,09 392982 7119367
ADD CGLM 504,87 813394 9874804
ADD QPDD 181,26 112400 3647487
ADD SFXC 201,89 565288 4276134
ADD EZUU 85,56 305563 2709464
ADD SYUW 570,50 473745 9775621
ADD WAXV 991,50 735066 2264295
ADD QOPI 464,66 235834 9773844
ADD KLWK 763,70 512205 9949255
ADD TVIF 708,12 564478 1563627
ADD GLWF 303,65 21410 9222442
ADD HHCS 772,13 158438 2397619
ADD CBYY 330,78 589156 1116649
ADD QQCV 803,50 777835 8018606
ADD PIRN 150,57 624371 1884201
ADD NLYD 661,59 664772 1146767
ADD HZFL 89,40 977325 354579
ADD FJKP 22,05 73163 2400259
ADD IVKK 845,29 715070 2435365
ADD RPBW 337,82 289914 891299
ADD UJNG 445,22 525450 6896094
ADD STXU 699,45 101911 876934
ADD UWAH 749,91 582939 2880289
ADD SEUZ 990,24 766943 7337377
ADD OITK 223,45 687871 5308923
ADD ZYHA 572,56 431562 7561455
ADD LTRP 318,87 166924 4878844
ADD RZAB 462,36 268749 9474379
ADD XXUZ 240,42 190503 4338227
ADD ACXV 33,84 431542 7326457
ADD AEMV 697,86 193128 6342712
ADD IDJU 399,60 286594 6935449
ADD KZYD 570,58 894605 7748500
ADD MLVI 475,13 657338 6191843
ADD YBDN 915,56 78274 4121806
ADD LTSL 858,79 118287 151898
ADD KVQO 415,37 240558 2008963
ADD MSSM 342,48 169900 2735585
ADD VMTD 597,37 899530 5905224
ADD VVMR 508,97 975026 1532175
ADD MHAA 306,42 325179 5430534
ADD HWTI 229,23 819445 102166
ADD HDCN 317,97 75683 4724990
ADD ATNI 953,15 442010 6194221
ADD MVTY 387,91 192627 1009709
ADD WVMW 697,59 77530 3206126
ADD MYNO 929,96 792579 6516732
ADD PSWJ 405,12 242378 2675798
ADD KGCS 344,77 643230 48155
ADD FJWZ 713,41 934343 9533193
ADD OEJS 687,67 46482 1843496
ADD QJRY 311,26 62124 8490793
ADD RSCR 632,99 490929 8573084
ADD XCGV 435,69 638411 3822554
ADD HJGI 863,44 603061 9339233
ADD ERYA 455,38 45520 2496492
ADD KFIG 5,40 124977 6551426
ADD PVHP 33,54 2397 3255037
ADD PSUT 89,47 731865 463684
ADD BXKG 916,73 981132 7996645
ADD GDHT 869,23 470615 5765924
ADD PHNB 53,21 208332 8814449
ADD VLSA 12,88 329385 898796
ADD BQCE 829,00 895753 9742600
ADD ETKX 849,71 265020 7660199
ADD ZELB 198,78 252844 4651137
ADD CELX 124,63 506193 1115703
ADD BSMK 319,97 595661 3137142
ADD WDSE 819,42 329938 7043348
ADD CWBN 235,93 740735 4244185
ADD ZBYW 864,66 524648 4428916
ADD EIYX 850,54 147788 9334857
ADD ALAT 122,00 161494 3860505
ADD FLXP 150,12 829335 6940180
ADD DRYI 384,77 497826 6553652
ADD VOTS 743,45 540581 641175
ADD NJLM 656,92 224777 7231988
ADD BITD 277,14 580816 720037
ADD GOWC 988,26 264570 4658707
ADD LPIN 385,99 952029 4980240
ADD LRGJ 807,65 694242 1236599
ADD OXLL 681,84 586173 4796098
ADD QJBS 977,32 735372 4536610
ADD CDGY 606,01 412327 5401821
ADD HJZY 674,87 868489 1398143
ADD OUPR 915,98 826021 6717988
ADD YTDB 786,90 412395 3719088
ADD HFGJ 291,47 258784 679340
ADD EBNW 503,92 245807 7997666
ADD MXTD 930,19 492838 9542877
ADD PVTA 544,78 927197 9223028
ADD ZHNR 991,37 246022 9338081
ADD XSRC 786,11 555118 4053047
ADD KTDQ 361,77 600707 4321433
ADD PKYN 834,18 582024 3337105
ADD EMKB 511,30 502686 3118597
ADD NEDJ 554,28 924254 3072001
ADD FSHB 671,55 979951 2957934
ADD HNBD 116,13 985020 3597025
ADD ZEAM 709,75 12201 3554820
ADD RSGF 80,33 703807 4571479
ADD RJRT 996,02 830425 7194325
ADD LXIC 856,32 670956 2287501
ADD ZGRW 832,16 52487 8347815
ADD HWYC 459,95 422855 2639248
ADD WSCA 759,34 504596 6218452
ADD QTKB 159,44 381104 7182389
ADD UPUD 179,42 357330 6312514
ADD CLOY 925,34 84473 8759066
ADD DCGL 634,93 463545 894741
ADD QGFE 129,08 990976 1879116
ADD PIOQ 920,09 656046 644678
ADD RNOK 978,64 622623 4014889
ADD PJVD 635,55 479761 9428453
ADD UAOA 988,78 52 3563432
ADD WUKE 942,21 697725 694693
ADD JNHT 553,73 71584 9492197
ADD DZYB 81,92 790507 6084091
ADD PGSI 214,53 808678 9724442
ADD AODO 500,19 94586 4486509
ADD SPNV 761,52 568278 6296023
ADD IHMU 159,85 933606 3157727
ADD UEHR 298,90 757145 5880736
ADD QWSY 988,30 411726 8164028
ADD PRWP 396,62 457754 5266486
ADD VGRL 682,36 49866 5252613
ADD QBEM 976,40 107850 5844495
ADD CSQQ 872,71 384188 3264226
ADD SUCR 996,19 896390 9686554
ADD VOLX 890,73 800183 1975266
ADD WARN 179,51 914613 3420982
ADD BVLN 459,34 959118 6341041
ADD ULXE 674,60 86136 3199001
ADD OIXM 64,93 244865 8732504
ADD YOIY 602,93 423861 7126837
ADD LNOC 874,92 388020 4527573
ADD IYLF 576,31 567549 8665918
ADD WVMH 554,74 148748 3105302
ADD YJZN 130,73 590743 2552505
ADD UJGF 430,07 522185 2281867
ADD DVQF 794,28 4887 9587116
ADD RHYQ 30,24 238701 500235
ADD SLDF 860,64 863801 5469891
ADD DOIL 708,67 931660 3271487
ADD CWKJ 925,23 385516 3469933
ADD ILOY 283,71 317775 3368111
ADD ENLC 855,80 408190 8806187
ADD HCXW 844,33 664971 930031
ADD ETAC 46,75 336056 1110742
ADD XTIU 707,20 177955 7959242
ADD ORNA 980,58 542516 4651661
ADD OPLH 284,88 150733 9852078
ADD WMNV 568,81 173016 8348171
ADD VJHR 347,73 375434 4203645
ADD UDIR 908,69 442426 1116422
ADD MEIV 164,36 819387 1436781
ADD LMLQ 786,64 481619 3083743
ADD RRJK 282,62 889494 3467412
ADD COET 486,36 327587 2376754
ADD RNCT 18,82 25150 727219
ADD XETD 262,64 912729 6650962
ADD PNGP 685,45 609348 2738635
ADD AWEA 598,42 77612 7886587
ADD FAHK 371,47 913549 2623219
ADD QAPD 211,64 550289 2650649
ADD FONK 454,84 232123 5475847
ADD HJIC 338,18 411033 3020882
ADD OAPE 520,50 806691 5916304
ADD NFFM 600,08 232422 308835
ADD CXVM 985,23 122120 6869441
ADD FTQD 326,86 372732 4261019
ADD HVHC 928,39 790189 9153372
ADD VSRB 437,45 851928 5255778
ADD XVAV 459,49 290431 5017775
ADD UJBT 310,36 212329 8121474
ADD ENPU 649,72 706818 8103145
ADD IHIS 380,76 540839 7141849
ADD AASV 949,00 619544 14862
ADD YFOP 580,77 947120 1620669
ADD AKKC 672,66 166917 1711278
ADD JKBH 681,21 31540 5670497
ADD VALK 39,07 611465 67465
ADD OEWR 716,41 884353 8213410
ADD TQOZ 278,44 170411 1286346
ADD BAYO 440,25 617131 6598170
ADD GUDL 972,78 344335 1755581
ADD RZNA 129,08 737700 592405
ADD BRSH 665,71 365776 145229
ADD XHGF 560,56 891529 9137689
ADD GDDR 982,27 115056 9183322
ADD MASV 744,59 324299 394796
ADD NCBF 383,91 13603 4410710
ADD BLJJ 325,29 62697 5999100
ADD FVCK 154,27 151394 2643630
ADD JZCH 879,77 612095 302557
ADD JZKZ 65,58 131898 3427962
ADD MXJM 345,75 655225 6567995
ADD XILJ 198,41 185468 7825687
ADD CYKJ 16,45 719972 9274715
ADD XZFN 968,87 359873 5957220
ADD TIJY 290,15 188531 8493268
ADD FSUM 743,09 488791 1726563
ADD SWYN 842,52 280202 9236348
ADD KUGI 881,84 184639 4477932
ADD OWKT 690,55 713445 7892301
ADD XPRL 80,18 918394 9221869
ADD MGTD 282,86 781025 4947316
ADD YVLG 536,15 302718 1057470
ADD DMHK 733,14 926757 8515774
ADD DYNJ 394,54 364372 8469971
ADD GYSS 758,06 340959 1301501
ADD WUBX 74,50 845828 2220478
ADD GSOZ 829,47 761218 6844961
ADD EKEZ 599,32 733130 9173629
ADD OGCJ 547,83 164796 5836940
ADD TIUT 649,04 855476 7827044
ADD JNUG 248,86 733125 4590677
ADD NCEC 545,83 996555 6834798
ADD QWCH 363,47 803222 7715827
ADD ZTBO 148,30 245080 9377474
ADD DYXJ 648,40 222600 9431717
ADD BUWS 341,58 828038 9831636
ADD ALPE 805,74 708038 6698628
ADD KWUJ 461,78 895786 1557214
ADD GIAV 286,02 607183 3855008
ADD KLHM 971,17 323270 8550109
ADD MKCB 275,18 946743 4833448
ADD FAFA 109,84 609105 1611665
ADD GYSF 936,27 998506 9520168
ADD BYSQ 199,92 528579 7765771
ADD WHMM 852,53 956723 6135652
ADD SWMO 728,76 387368 7457061
ADD ZGUI 379,94 971109 311289
ADD KYBH 137,81 121046 6305719
ADD SDSZ 532,06 38465 8197576
ADD HLTB 690,58 206426 5135500
ADD PTWC 21,48 661023 4612584
ADD RMHJ 115,89 884669 3258613
ADD DWOF 425,24 286706 4771457
ADD LRJU 86,63 55216 4700166
ADD ZWJV 658,96 899918 1987962
ADD TDUH 844,85 744536 4753863
ADD MLVX 978,48 708524 6550309
ADD COPR 878,82 15322 6290302
ADD RYGX 969,81 725379 7608744
ADD EEXR 8,81 326492 2521443
ADD LOAV 77,90 406904 9876597
ADD IRMU 988,87 122247 6401705
ADD HAIS 176,77 770874 4554209
ADD HYBL 884,74 378935 5990467
ADD OVNW 439,71 97089 8431224
ADD RKKQ 921,15 433694 3375530
ADD SYNF 866,04 675702 2091784
ADD IQFM 792,83 514693 8605513
ADD SCCL 320,13 2388 1027503
ADD UOHA 203,36 118565 6831258
ADD CQWB 172,32 669235 6576075
ADD DJHO 56,54 620086 2932446
ADD EWWG 91,63 443112 8099588
ADD EKZC 834,34 957490 6808983
